id,type,agency,program_type,name,address1,address2,address3,city,state,zip,lat,lon,geo_accuracy,contact_first_name,contact_last_name,date_first_record,date_recent_record,notes,phone,fax,url,email,created_at,updated_at
32,ORR Affiliated Facility,ORR,ORR,"BETHANY C.S.,GRAND RAPIDS",,,,,,,,,,,,2018-02-17,2018-04-21,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:36.763600+00:00
33,ORR Affiliated Facility,ORR,ORR,BETHANY CHRISTIAN SERVICES OF MD,,,,,,,,,,,,2017-07-06,2018-05-15,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:36.957700+00:00
34,ORR Affiliated Facility,ORR,ORR Facility,BokenKamp,,,,,,,,,,,,2015-09-12,2018-05-15,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:37.143400+00:00
40,ORR Affiliated Facility,ORR,ORR Facility,CAYUGA CENTERS,,,,,,,,,,,,2015-10-02,2018-05-15,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:37.341300+00:00
43,ORR Affiliated Facility,ORR,ORR,CHILDRENS VILLAGE,,,,,,,,,,,,2018-03-28,2018-03-30,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:37.519000+00:00
44,ORR Affiliated Facility,ORR,ORR Facility,Children's Village,,,,,,,,,,,,2016-02-26,2016-02-26,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:37.726800+00:00
49,ORR Affiliated Facility,ORR,ORR,CRITTENDEN SERVICES,,,,,,,,,,,,2017-11-29,2018-04-19,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:37.949200+00:00
50,ORR Affiliated Facility,ORR,ORR Facility,Crittenton,,,,,,,,,,,,2015-11-04,2015-11-08,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:38.127900+00:00
51,ORR Affiliated Facility,ORR,ORR Facility,Crittenton Shelter,,,,,,,,,,,,2015-07-11,2018-05-15,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:38.331100+00:00
54,ORR Affiliated Facility,ORR,ORR Facility,David & Margaret,,,,,,,,,,,,2015-10-05,2018-05-15,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:38.524200+00:00
61,ORR Affiliated Facility,ORR,ORR,FRIENDS OF YOUTH,,,,,,,,,,,,2015-06-19,2015-06-19,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:38.700700+00:00
69,ORR Affiliated Facility,ORR,ORR,HEARTLAND INT CHILD CENTER-BEVERLY,,,,,,,,,,,,2015-10-02,2018-05-15,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:39.125400+00:00
70,ORR Affiliated Facility,ORR,ORR,HIS HOUSE CHILDRENS HOME,,,,,,,,,,,,2014-03-14,2018-05-15,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:39.310400+00:00
71,ORR Affiliated Facility,ORR,ORR,HOMESTEAD JOB CORPS FACILITY (DOL),,,,,,,,,,,,2018-03-30,2018-03-30,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:39.481100+00:00
75,ORR Affiliated Facility,ORR,ORR Facility,ICRC Heartland ,,,,,,,,,,,,2015-11-24,2015-11-27,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:39.645400+00:00
76,ORR Affiliated Facility,ORR,ORR Facility,IES Foster Palm Valley,,,,,,,,,,,,2013-08-31,2016-09-01,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:39.820400+00:00
77,ORR Affiliated Facility,ORR,ORR Facility,IES San Benito,,,,,,,,,,,,2015-10-09,2018-03-15,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:40.018100+00:00
81,ORR Affiliated Facility,ORR,ORR,INTERNATIONAL EDU SVC-NORMA LINDA,,,,,,,,,,,,2017-09-21,2017-09-21,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:40.214600+00:00
82,ORR Affiliated Facility,ORR,ORR,INTERNATIONAL EDUCATION SERVICES,,,,,,,,,,,,2016-05-14,2016-06-10,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:40.398400+00:00
87,ORR Affiliated Facility,ORR,ORR,KIDS PEACE,,,,,,,,,,,,2017-08-02,2018-04-06,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:40.572000+00:00
92,ORR Affiliated Facility,ORR,ORR,LEAKE AND WATTS,,,,,,,,,,,,2015-10-06,2018-05-15,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:40.743600+00:00
93,ORR Affiliated Facility,ORR,ORR,LINCOLN HALL BOYS HAVEN,,,,,,,,,,,,2015-10-02,2018-05-15,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:40.933700+00:00
96,ORR Affiliated Facility,ORR,ORR,LUTHERAN SOCIAL SERVICES OF THE SOUTH,,,,,,,,,,,,2018-03-08,2018-03-08,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:41.119700+00:00
104,ORR Affiliated Facility,ORR,ORR Facility,Morrison,,,,,,,,,,,,2015-08-08,2017-01-22,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:41.470800+00:00
105,ORR Affiliated Facility,ORR,ORR,MORRISON CENTER-PASO STAFF SECURE,,,,,,,,,,,,2015-02-16,2015-06-19,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:41.646100+00:00
111,ORR Affiliated Facility,ORR,ORR,"NEIGHBOR-FAMILY UAC PGM, ATL",,,,,,,,,,,,2015-03-10,2018-03-14,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:41.825300+00:00
124,ORR Affiliated Facility,ORR,ORR Facility,PETERSON RESIDENCE,,,,,,,,,,,,2015-10-18,2016-05-07,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:41.999000+00:00
128,ORR Affiliated Facility,ORR,ORR Facility,Pine Prairie Correctional Facility ,,,,,,,,,,,,2017-03-22,2017-03-22,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:42.174000+00:00
142,ORR Affiliated Facility,ORR,ORR,SHENANDOAH VALLEY JUVENILE CENTER,,,,,,,,,,,,2015-08-05,2018-05-15,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:42.356200+00:00
150,ORR Affiliated Facility,ORR,ORR,SOUTHWEST KEY - CASA PHOENIX,,,,,,,,,,,,2018-04-03,2018-04-03,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:42.520700+00:00
151,ORR Affiliated Facility,ORR,ORR,SOUTHWEST KEY - LEMON GROVE,,,,,,,,,,,,2018-03-22,2018-03-22,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:42.684800+00:00
152,ORR Affiliated Facility,ORR,ORR,SOUTHWEST KEY - RIO GRANDE,,,,,,,,,,,,2018-02-15,2018-02-15,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:42.847000+00:00
153,ORR Affiliated Facility,ORR,ORR,SOUTHWEST KEY - SOL,,,,,,,,,,,,2018-04-03,2018-04-22,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:43.023600+00:00
154,ORR Affiliated Facility,ORR,ORR,SOUTHWEST KEY CASA PADRE,,,,,,,,,,,,2016-11-30,2018-05-15,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:43.190700+00:00
155,ORR Affiliated Facility,ORR,ORR,SOUTHWEST KEY-CASA BLANCA,,,,,,,,,,,,2015-10-01,2018-05-15,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:43.372100+00:00
156,ORR Affiliated Facility,ORR,ORR,SOUTHWEST KEY-EL PRESIDENTE,,,,,,,,,,,,2015-08-02,2018-05-15,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:43.543200+00:00
157,ORR Affiliated Facility,ORR,ORR,ST PETER-ST JOSEPH (ST PJS),,,,,,,,,,,,2015-02-05,2018-02-24,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:43.706000+00:00
160,ORR Affiliated Facility,ORR,ORR Facility,SWK Campbell,,,,,,,,,,,,2015-09-09,2015-09-10,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:44.044900+00:00
161,ORR Affiliated Facility,ORR,ORR Facility,SWK Casa Blanca,,,,,,,,,,,,2016-03-20,2016-04-28,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:44.226500+00:00
162,ORR Affiliated Facility,ORR,ORR Facility,SWK Casa Blanca ,,,,,,,,,,,,2016-04-05,2016-04-16,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:44.415200+00:00
163,ORR Affiliated Facility,ORR,ORR Facility,SWK Casa Houston,,,,,,,,,,,,2016-03-30,2016-03-30,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:44.583500+00:00
328,ORR Affiliated Facility,,Shelter,SWK Processing Center ,,,,,,,,,,,,2015-10-04,2018-05-15,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:32.469600+00:00
95,ICE or Shared Facility,ICE,HOLD,LOUISVILLE HOLD ROOM,,,,,,,,,,,,2017-07-11,2017-07-21,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:46:56.984000+00:00
1,ICE ERO Field Office,ICE,,SNA Field Office,,,,,,,,,,,,2015-12-30,2017-07-25,,,,https://www.ice.gov/contact/ero#wcm-survey-target-id,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:46:46.451100+00:00
2,ICE ERO Field Office,ICE,,Philadelphia Field Office,114 North 8th Street,,,Philadelphia,PA,19107,39.9538306,-75.1531329,precise,,,2017-06-23,2017-06-23,,,,https://www.ice.gov/contact/ero#wcm-survey-target-id,Philadelphia.Outreach@ice.dhs.gov,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:46:46.628300+00:00
3,ICE ERO Field Office,ICE,,New Orleans Field Office,1250 Poydras Suite 325,,,New Orleans,LA,70113,29.9507668,-90.0767553,precise,,,2017-01-01,2017-02-02,,(504) 599-7800,,https://www.ice.gov/contact/ero#wcm-survey-target-id,NewOrleans.Outreach@ice.dhs.gov,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:46:46.804300+00:00
66,ICE or Shared Facility,,Other,HARLINGEN POLICE DEPARTMENT,,,,,,,,,,,,2015-04-29,2015-09-21,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:46:53.967700+00:00
90,ICE or Shared Facility,,USMS IGA,LA SALLE COUNTY REGIONAL DETENTION CENTER,,,,,,,,,,,,2018-02-01,2018-02-08,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:46:56.432600+00:00
91,ICE or Shared Facility,,USMS IGA,LAREDO PROCESSING CENTER,,,,,,,,,,,,2018-02-26,2018-03-09,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:46:56.640600+00:00
114,ICE or Shared Facility,ICE,HOLD,NEW/INS OS HOLD ROOM,,,,,,,,,,,,2015-07-05,2015-07-05,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:46:59.460000+00:00
127,ICE or Shared Facility,,BOP,PHOENIX FEDERAL CORRECTIONAL INSTITUTE,,,,,,,,,,,,2017-04-08,2017-04-08,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:01.576400+00:00
146,ICE or Shared Facility,,CDF,SOUTH TEXAS DETENTION COMPLEX,,,,,,,,,,,,2015-05-31,2017-12-27,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:04.534300+00:00
181,ICE or Shared Facility,,USMS IGA,WILLACY CO  REGIONAL DETENTION FACILITY,,,,,,,,,,,,2017-12-18,2017-12-20,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:07.340500+00:00
188,ICE ERO Field Office,ICE,,Texas - Harlingen Field Office,1717 Zoy Street,,,Harlingen,TX,78552,26.1776253,-97.7141311,precise,,,2015-08-10,2015-08-12,,,,https://www.uscis.gov/about-us/find-uscis-office/field-offices/texas-harlingen-field-office,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:07.860000+00:00
191,ORR Affiliated Facility,,Shelter,A New Leaf – Dorothy Mitchell,,,,,,,,,,,,2015-07-11,2018-05-15,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:08.385600+00:00
196,ORR Affiliated Facility,,Shelter,BCFS Camp Alpha,,,,,,,,,,,,2015-12-01,2015-12-31,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:09.263500+00:00
203,ORR Affiliated Facility,,Long Term Foster Care,BCFS Fairfield LTFC,,,,,,,,,,,,2017-05-30,2018-05-15,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:10.487700+00:00
217,ORR Affiliated Facility,,Shelter,Catholic Charities Boystown,,,,,,,,,,,,2015-10-05,2018-05-15,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:12.917500+00:00
220,ORR Affiliated Facility,,Shelter,Catholic Guardian Services Crotona,,,,,,,,,,,,2015-10-27,2018-05-15,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:13.448500+00:00
231,ORR Affiliated Facility,,Long Term Foster Care,CCS Tacoma LTFC,,,,,,,,,,,,2015-11-28,2018-05-15,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:15.364700+00:00
238,ORR Affiliated Facility,,Long Term Foster Care,Commonwealth Catholic Charities,,,,,,,,,,,,2015-02-03,2018-05-15,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:16.586900+00:00
258,ORR Affiliated Facility,,Shelter,IES Driscoll,,,,,,,,,,,,2015-10-01,2018-02-27,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:20.094300+00:00
263,ORR Affiliated Facility,,Shelter,IES Shelter,,,,,,,,,,,,2015-10-02,2015-12-06,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:20.967700+00:00
265,ORR Affiliated Facility,,Transitional Foster Care,International Christian Adoptions,,,,,,,,,,,,2017-06-27,2018-05-15,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:21.334200+00:00
275,ORR Affiliated Facility,,Transitional Foster Care,LSS Carolinas TFC,,,,,,,,,,,,2017-10-27,2018-05-15,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:23.065400+00:00
305,ORR Affiliated Facility,,Shelter,Southwest Key Casa Kokopelli,,,,,,,,,,,,2016-04-22,2018-05-15,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:28.298400+00:00
311,ORR Affiliated Facility,,Shelter,Southwest Key Casita Del Valle,,,,,,,,,,,,2015-10-01,2018-05-15,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:29.384000+00:00
323,ORR Affiliated Facility,,Shelter,Southwest Key Rio Grande,,,,,,,,,,,,2015-08-02,2018-05-15,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:31.565600+00:00
327,ORR Affiliated Facility,,Staff Secure,SWK Nueva Esperanza Staff Secure,,,,,,,,,,,,2015-10-06,2018-04-16,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:32.284200+00:00
336,ORR Affiliated Facility,,Long Term Foster Care,Upbring LTFC,,,,,,,,,,,,2016-08-05,2018-05-15,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:33.924500+00:00
21,ORR Affiliated Facility,ORR,ORR,BAPTIST CHILD AND FAMILY SERVICES - TFC,,,,,,,,,,,,2015-04-24,2018-03-14,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:35.347000+00:00
22,ORR Affiliated Facility,ORR,ORR,BAPTIST CHILD/FAMILY SVCS-BAYTOWN,,,,,,,,,,,,2017-09-08,2017-09-08,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:35.517800+00:00
68,ORR Affiliated Facility,ORR,ORR Facility,Heartland CRC,,,,,,,,,,,,2015-10-16,2017-02-06,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:38.912400+00:00
100,ORR Affiliated Facility,ORR,ORR Facility,Mercy First Shelter,,Mercy First,,,,,,,,,,2016-05-11,2017-06-29,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:41.304700+00:00
158,ORR Affiliated Facility,ORR,ORR Facility,St PJ'S Shelter,,,,,,,,,,,,2015-11-03,2017-06-21,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:43.870200+00:00
164,ORR Affiliated Facility,ORR,ORR Facility,SWK Casa Quetzal,,,,,,,,,,,,2017-03-24,2017-03-25,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:44.745100+00:00
165,ORR Affiliated Facility,ORR,ORR Facility,SWK Conroe,,,,,,,,,,,,2015-09-30,2017-06-23,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:44.906800+00:00
166,ORR Affiliated Facility,ORR,ORR Facility,SWK Estrella,,,,,,,,,,,,2015-08-25,2015-08-27,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:45.070100+00:00
167,ORR Affiliated Facility,ORR,ORR,SWK LA ESPERANZA PROCESSING CENTER,,,,,,,,,,,,2018-04-21,2018-04-21,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:45.248900+00:00
168,ORR Affiliated Facility,ORR,ORR Facility,SWK LEMON GROVE,,,,,,,,,,,,2015-12-26,2015-12-30,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:45.411100+00:00
174,ORR Affiliated Facility,ORR,ORR Facility,UPBRING EL PASO,,,,,,,,,,,,2015-12-27,2015-12-30,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:45.576300+00:00
182,ORR Affiliated Facility,ORR,ORR,YOLO COUNTY JUVENILE DETENTION,,,,,,,,,,,,2015-10-02,2018-05-15,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:45.744200+00:00
184,ORR Affiliated Facility,ORR,ORR Facility,YOUTH CARE,,,,,,,,,,,,2015-11-10,2018-05-15,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:45.907800+00:00
185,ORR Affiliated Facility,ORR,ORR Facility,Youth for Tomorrow,,,,,,,,,,,,2015-10-05,2018-05-15,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:46.072600+00:00
186,ORR Affiliated Facility,ORR,ORR,YOUTHCARE CASA - UNO,,,,,,,,,,,,2017-11-07,2017-11-07,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:46.256200+00:00
341,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in AL,,,,,AL,,32.6010112,-86.6807365,approximate,,,2017-11-01,2018-04-30,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:46.420700+00:00
343,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in AZ,,,,,AZ,,34.1682185,-111.930907,approximate,,,2017-11-01,2018-04-30,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:46.748800+00:00
344,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in AR,,,,,AR,,34.7519275,-92.1313784,approximate,,,2017-11-01,2018-04-29,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:46.912700+00:00
345,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in CA,,,,,CA,,37.2718745,-119.2704153,approximate,,,2017-11-01,2018-04-30,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:47.078100+00:00
346,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in CO,,,,,CO,,38.9979339,-105.550567,approximate,,,2017-11-02,2018-04-30,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:47.249000+00:00
342,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in AK,,,,,AK,,61.3025006,-158.7750198,approximate,,,,,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-10 20:01:49.789100+00:00
350,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in FL,,,,,FL,,27.9757279,-83.8330166,approximate,,,2017-11-01,2018-04-30,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:47.904800+00:00
351,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in GA,,,,,GA,,32.6781248,-83.2229757,approximate,,,2017-11-01,2018-04-29,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:48.070300+00:00
353,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in ID,,,,,ID,,45.4945756,-114.1424303,approximate,,,2017-11-22,2018-04-30,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:48.402900+00:00
359,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in LA,,,,,LA,,30.9733766,-91.4299097,approximate,,,2017-11-01,2018-04-29,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:49.444900+00:00
360,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in ME,,,,,ME,,45.2185133,-69.0148656,approximate,,,2017-11-02,2018-03-29,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:49.607100+00:00
361,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in MD,,,,,MD,,38.8063524,-77.2684162,approximate,,,2017-11-01,2018-04-30,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:49.770300+00:00
362,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in MA,,,,,MA,,42.0629398,-71.718067,approximate,,,2017-11-01,2018-04-29,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:49.931600+00:00
363,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in MI,,,,,MI,,44.9435598,-86.4158049,approximate,,,2017-11-01,2018-04-30,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:50.113200+00:00
364,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in MN,,,,,MN,,46.4418595,-93.3655146,approximate,,,2017-11-02,2018-04-29,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:50.297700+00:00
365,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in MS,,,,,MS,,32.5851062,-89.8772196,approximate,,,2017-11-01,2018-04-30,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:50.458100+00:00
366,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in MO,,,,,MO,,38.3046615,-92.437099,approximate,,,2017-11-03,2018-04-30,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:50.623900+00:00
352,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in HI,,,,,HI,,20.46,-157.505,approximate,,,,,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-10 20:01:49.789100+00:00
367,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in MT,,,,,MT,,46.6797995,-110.044783,approximate,,,,,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-10 20:01:49.789100+00:00
354,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in IL,,,,,IL,,39.739318,-89.504139,approximate,,,2017-11-02,2018-04-30,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:48.573600+00:00
368,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in NE,,,,,NE,,41.5008195,-99.680902,approximate,,,2017-11-01,2018-04-30,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:50.956300+00:00
369,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in NV,,,,,NV,,38.502032,-117.0230604,approximate,,,2017-11-04,2018-04-27,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:51.132000+00:00
370,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in NH,,,,,NH,,44.0012306,-71.5799231,approximate,,,2017-11-04,2018-04-19,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:51.309200+00:00
371,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in NJ,,,,,NJ,,40.1430058,-74.7311156,approximate,,,2017-11-01,2018-04-30,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:51.475000+00:00
372,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in NM,,,,,NM,,34.1662325,-106.0260685,approximate,,,2017-11-09,2018-04-26,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:51.646700+00:00
373,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in NY,,,,,NY,,40.7056258,-73.97968,approximate,,,2017-11-01,2018-04-30,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:51.809200+00:00
374,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in NC,,,,,NC,,35.2145629,-79.8912675,approximate,,,2017-11-01,2018-04-29,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:51.973000+00:00
375,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in ND,,,,,ND,,47.4678819,-100.3022655,approximate,,,2018-02-04,2018-04-28,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:52.136500+00:00
376,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in OH,,,,,OH,,40.1903624,-82.6692525,approximate,,,2017-11-01,2018-04-29,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:52.309700+00:00
377,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in OK,,,,,OK,,35.3097654,-98.7165585,approximate,,,2017-11-03,2018-04-28,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:52.472600+00:00
378,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in OR,,,,,OR,,44.1419049,-120.5380993,approximate,,,2017-11-02,2018-04-29,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:52.641600+00:00
379,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in PA,,,,,PA,,40.9945928,-77.6046984,approximate,,,2017-11-01,2018-04-29,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:52.802900+00:00
380,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in RI,,,,,RI,,41.5827282,-71.5064508,approximate,,,2017-11-02,2018-04-29,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:52.965500+00:00
347,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in CT,,,,,CT,,41.5187835,-72.757507,approximate,,,2017-11-03,2018-04-29,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:47.417300+00:00
348,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in DE,,,,,DE,,39.145251,-75.4189206,approximate,,,2017-11-04,2018-04-29,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:47.577500+00:00
